"areasymbol","cokey","claytotal_r","sandtotal_r","silttotal_r","hzdept_r","om_r","kffact","kwfact"
"CA612",27305142,NA,NA,NA,NA,NA,NA,NA
"CA612",27306323,NA,NA,NA,NA,NA,NA,NA
"CA612",27304567,NA,NA,NA,NA,NA,NA,NA
"CA612",27304568,NA,NA,NA,NA,NA,NA,NA
"CA612",27304569,NA,NA,NA,NA,NA,NA,NA
"CA612",27304570,NA,NA,NA,NA,NA,NA,NA
"CA612",27305082,NA,NA,NA,NA,NA,NA,NA
"CA612",27304653,NA,NA,NA,NA,NA,NA,NA
"CA612",27304573,NA,NA,NA,NA,NA,NA,NA
"CA612",27304574,NA,NA,NA,NA,NA,NA,NA
"CA612",27304575,NA,NA,NA,NA,NA,NA,NA
"CA612",27304995,NA,NA,NA,NA,NA,NA,NA
"CA612",27304997,NA,NA,NA,NA,NA,NA,NA
"CA612",27304998,NA,NA,NA,NA,NA,NA,NA
"CA612",27305780,NA,NA,NA,NA,NA,NA,NA
"CA612",27305781,NA,NA,NA,NA,NA,NA,NA
"CA612",27305782,NA,NA,NA,NA,NA,NA,NA
"CA612",27305783,NA,NA,NA,NA,NA,NA,NA
"CA612",27305784,NA,NA,NA,NA,NA,NA,NA
"CA612",27306184,NA,NA,NA,NA,NA,NA,NA
"CA612",27306185,NA,NA,NA,NA,NA,NA,NA
"CA612",27306186,NA,NA,NA,NA,NA,NA,NA
"CA612",27306187,NA,NA,NA,NA,NA,NA,NA
"CA612",27305381,NA,NA,NA,NA,NA,NA,NA
"CA612",27305382,NA,NA,NA,NA,NA,NA,NA
"CA612",27305383,NA,NA,NA,NA,NA,NA,NA
"CA612",27305384,NA,NA,NA,NA,NA,NA,NA
"CA612",27305658,NA,NA,NA,NA,NA,NA,NA
"CA612",27306658,NA,NA,NA,NA,NA,NA,NA
"CA612",27306659,NA,NA,NA,NA,NA,NA,NA
"CA612",27305001,NA,NA,NA,NA,NA,NA,NA
"CA612",27305002,NA,NA,NA,NA,NA,NA,NA
"CA612",27305003,NA,NA,NA,NA,NA,NA,NA
"CA612",27304580,NA,NA,NA,NA,NA,NA,NA
"CA612",27304581,NA,NA,NA,NA,NA,NA,NA
"CA612",27304582,NA,NA,NA,NA,NA,NA,NA
"CA612",27305386,NA,NA,NA,NA,NA,NA,NA
"CA612",27305387,NA,NA,NA,NA,NA,NA,NA
"CA612",27305388,NA,NA,NA,NA,NA,NA,NA
"CA612",27305389,NA,NA,NA,NA,NA,NA,NA
"CA612",27305390,NA,NA,NA,NA,NA,NA,NA
"CA612",27304715,NA,NA,NA,NA,NA,NA,NA
"CA612",27304716,NA,NA,NA,NA,NA,NA,NA
"CA612",27305007,NA,NA,NA,NA,NA,NA,NA
"CA612",27305008,NA,NA,NA,NA,NA,NA,NA
"CA612",27304587,NA,NA,NA,NA,NA,NA,NA
"CA612",27305158,NA,NA,NA,NA,NA,NA,NA
"CA612",27305159,NA,NA,NA,NA,NA,NA,NA
"CA612",27305160,NA,NA,NA,NA,NA,NA,NA
"CA612",27306677,NA,NA,NA,NA,NA,NA,NA
"CA612",27305392,NA,NA,NA,NA,NA,NA,NA
"CA612",27305393,NA,NA,NA,NA,NA,NA,NA
"CA612",27305394,NA,NA,NA,NA,NA,NA,NA
"CA612",27305395,NA,NA,NA,NA,NA,NA,NA
"CA612",27305396,NA,NA,NA,NA,NA,NA,NA
"CA612",27305012,NA,NA,NA,NA,NA,NA,NA
"CA612",27305013,NA,NA,NA,NA,NA,NA,NA
"CA612",27305791,NA,NA,NA,NA,NA,NA,NA
"CA612",27305792,NA,NA,NA,NA,NA,NA,NA
"CA612",27305845,NA,NA,NA,NA,NA,NA,NA
"CA612",27305794,NA,NA,NA,NA,NA,NA,NA
"CA612",27305795,NA,NA,NA,NA,NA,NA,NA
"CA612",27305796,NA,NA,NA,NA,NA,NA,NA
"CA612",27305797,NA,NA,NA,NA,NA,NA,NA
"CA612",27304590,NA,NA,NA,NA,NA,NA,NA
"CA612",27304591,NA,NA,NA,NA,NA,NA,NA
"CA612",27304592,NA,NA,NA,NA,NA,NA,NA
"CA612",27304593,NA,NA,NA,NA,NA,NA,NA
"CA612",27304594,NA,NA,NA,NA,NA,NA,NA
"CA612",27304595,NA,NA,NA,NA,NA,NA,NA
"CA612",27304596,NA,NA,NA,NA,NA,NA,NA
"CA612",27304597,NA,NA,NA,NA,NA,NA,NA
"CA612",27305017,NA,NA,NA,NA,NA,NA,NA
"CA612",27305018,NA,NA,NA,NA,NA,NA,NA
"CA612",27305019,NA,NA,NA,NA,NA,NA,NA
"CA612",27305020,NA,NA,NA,NA,NA,NA,NA
"CA612",27305021,NA,NA,NA,NA,NA,NA,NA
"CA612",27306211,NA,NA,NA,NA,NA,NA,NA
"CA612",27306212,NA,NA,NA,NA,NA,NA,NA
"CA612",27306213,NA,NA,NA,NA,NA,NA,NA
"CA612",27306214,NA,NA,NA,NA,NA,NA,NA
"CA612",27306696,NA,NA,NA,NA,NA,NA,NA
"CA612",27305800,NA,NA,NA,NA,NA,NA,NA
"CA612",27305801,NA,NA,NA,NA,NA,NA,NA
"CA612",27305802,NA,NA,NA,NA,NA,NA,NA
"CA612",27305803,NA,NA,NA,NA,NA,NA,NA
"CA612",27305804,NA,NA,NA,NA,NA,NA,NA
"CA612",27305805,NA,NA,NA,NA,NA,NA,NA
"CA612",27306216,NA,NA,NA,NA,NA,NA,NA
"CA612",27305179,NA,NA,NA,NA,NA,NA,NA
"CA612",27306218,NA,NA,NA,NA,NA,NA,NA
"CA612",27306219,NA,NA,NA,NA,NA,NA,NA
"CA612",27305405,NA,NA,NA,NA,NA,NA,NA
"CA612",27305406,NA,NA,NA,NA,NA,NA,NA
"CA612",27305407,NA,NA,NA,NA,NA,NA,NA
"CA612",27305408,NA,NA,NA,NA,NA,NA,NA
"CA612",27305409,NA,NA,NA,NA,NA,NA,NA
"CA612",27305410,NA,NA,NA,NA,NA,NA,NA
"CA612",27305411,NA,NA,NA,NA,NA,NA,NA
"CA612",27304601,NA,NA,NA,NA,NA,NA,NA
"CA612",27304602,NA,NA,NA,NA,NA,NA,NA
"CA612",27304603,NA,NA,NA,NA,NA,NA,NA
"CA612",27304604,NA,NA,NA,NA,NA,NA,NA
"CA612",27305537,NA,NA,NA,NA,NA,NA,NA
"CA612",27305538,NA,NA,NA,NA,NA,NA,NA
"CA612",27306708,NA,NA,NA,NA,NA,NA,NA
"CA612",27306709,NA,NA,NA,NA,NA,NA,NA
"CA612",27306710,NA,NA,NA,NA,NA,NA,NA
"CA612",27306711,NA,NA,NA,NA,NA,NA,NA
"CA612",27304606,NA,NA,NA,NA,NA,NA,NA
"CA612",27306380,NA,NA,NA,NA,NA,NA,NA
"CA612",27306381,NA,NA,NA,NA,NA,NA,NA
"CA612",27304609,NA,NA,NA,NA,NA,NA,NA
"CA612",27305031,NA,NA,NA,NA,NA,NA,NA
"CA612",27305190,NA,NA,NA,NA,NA,NA,NA
"CA612",27305814,NA,NA,NA,NA,NA,NA,NA
"CA612",27305815,NA,NA,NA,NA,NA,NA,NA
"CA612",27305816,NA,NA,NA,NA,NA,NA,NA
"CA612",27305817,NA,NA,NA,NA,NA,NA,NA
"CA612",27305818,NA,NA,NA,NA,NA,NA,NA
"CA612",27305033,NA,NA,NA,NA,NA,NA,NA
"CA612",27305034,NA,NA,NA,NA,NA,NA,NA
"CA612",27305035,NA,NA,NA,NA,NA,NA,NA
"CA612",27305036,NA,NA,NA,NA,NA,NA,NA
"CA612",27305037,NA,NA,NA,NA,NA,NA,NA
"CA612",27305422,NA,NA,NA,NA,NA,NA,NA
"CA612",27305955,NA,NA,NA,NA,NA,NA,NA
"CA612",27305144,NA,NA,NA,NA,NA,NA,NA
"CA612",27306049,NA,NA,NA,NA,NA,NA,NA
"CA612",27304654,NA,NA,NA,NA,NA,NA,NA
"CA612",27304655,NA,NA,NA,NA,NA,NA,NA
"CA612",27304656,NA,NA,NA,NA,NA,NA,NA
"CA612",27304746,NA,NA,NA,NA,NA,NA,NA
"CA612",27305550,NA,NA,NA,NA,NA,NA,NA
"CA612",27305551,NA,NA,NA,NA,NA,NA,NA
"CA612",27305041,NA,NA,NA,NA,NA,NA,NA
"CA612",27305426,NA,NA,NA,NA,NA,NA,NA
"CA612",27304615,NA,NA,NA,NA,NA,NA,NA
"CA612",27305429,NA,NA,NA,NA,NA,NA,NA
"CA612",27306242,NA,NA,NA,NA,NA,NA,NA
"CA612",27306243,NA,NA,NA,NA,NA,NA,NA
"CA612",27306244,NA,NA,NA,NA,NA,NA,NA
"CA612",27306245,NA,NA,NA,NA,NA,NA,NA
"CA612",27306727,NA,NA,NA,NA,NA,NA,NA
"CA612",27305554,NA,NA,NA,NA,NA,NA,NA
"CA612",27305824,NA,NA,NA,NA,NA,NA,NA
"CA612",27305825,NA,NA,NA,NA,NA,NA,NA
"CA612",27305431,NA,NA,NA,NA,NA,NA,NA
"CA612",27305558,NA,NA,NA,NA,NA,NA,NA
"CA612",27305827,NA,NA,NA,NA,NA,NA,NA
"CA612",27305200,NA,NA,NA,NA,NA,NA,NA
"CA612",27305045,NA,NA,NA,NA,NA,NA,NA
"CA612",27304618,NA,NA,NA,NA,NA,NA,NA
"CA612",27304619,NA,NA,NA,NA,NA,NA,NA
"CA612",27304620,NA,NA,NA,NA,NA,NA,NA
"CA612",27304621,NA,NA,NA,NA,NA,NA,NA
"CA612",27306733,NA,NA,NA,NA,NA,NA,NA
"CA612",27305438,NA,NA,NA,NA,NA,NA,NA
"CA612",27305439,NA,NA,NA,NA,NA,NA,NA
"CA612",27305440,NA,NA,NA,NA,NA,NA,NA
"CA612",27305563,NA,NA,NA,NA,NA,NA,NA
"CA612",27306400,NA,NA,NA,NA,NA,NA,NA
"CA612",27306401,NA,NA,NA,NA,NA,NA,NA
"CA612",27306251,NA,NA,NA,NA,NA,NA,NA
"CA612",27304624,NA,NA,NA,NA,NA,NA,NA
"CA612",27304625,NA,NA,NA,NA,NA,NA,NA
"CA612",27304626,NA,NA,NA,NA,NA,NA,NA
"CA612",27304627,NA,NA,NA,NA,NA,NA,NA
"CA612",27306257,NA,NA,NA,NA,NA,NA,NA
"CA612",27306258,NA,NA,NA,NA,NA,NA,NA
"CA612",27306259,NA,NA,NA,NA,NA,NA,NA
"CA612",27306260,NA,NA,NA,NA,NA,NA,NA
"CA612",27305054,NA,NA,NA,NA,NA,NA,NA
"CA612",27305055,NA,NA,NA,NA,NA,NA,NA
"CA612",27305056,NA,NA,NA,NA,NA,NA,NA
"CA612",27305057,NA,NA,NA,NA,NA,NA,NA
"CA612",27305058,NA,NA,NA,NA,NA,NA,NA
"CA612",27305059,NA,NA,NA,NA,NA,NA,NA
"CA612",27305060,NA,NA,NA,NA,NA,NA,NA
"CA612",27305061,NA,NA,NA,NA,NA,NA,NA
"CA612",27305286,NA,NA,NA,NA,NA,NA,NA
"CA612",27306739,NA,NA,NA,NA,NA,NA,NA
"CA612",27306740,NA,NA,NA,NA,NA,NA,NA
"CA612",27306741,NA,NA,NA,NA,NA,NA,NA
"CA612",27305063,NA,NA,NA,NA,NA,NA,NA
"CA612",27305064,NA,NA,NA,NA,NA,NA,NA
"CA612",27304631,NA,NA,NA,NA,NA,NA,NA
"CA612",27304632,NA,NA,NA,NA,NA,NA,NA
"CA612",27304633,NA,NA,NA,NA,NA,NA,NA
"CA612",27304634,NA,NA,NA,NA,NA,NA,NA
"CA612",27304635,NA,NA,NA,NA,NA,NA,NA
"CA612",27305849,NA,NA,NA,NA,NA,NA,NA
"CA612",27305850,NA,NA,NA,NA,NA,NA,NA
"CA612",27305851,NA,NA,NA,NA,NA,NA,NA
"CA612",27305852,NA,NA,NA,NA,NA,NA,NA
"CA612",27304637,NA,NA,NA,NA,NA,NA,NA
"CA612",27304638,NA,NA,NA,NA,NA,NA,NA
"CA612",27304639,NA,NA,NA,NA,NA,NA,NA
"CA612",27304640,NA,NA,NA,NA,NA,NA,NA
"CA612",27304641,NA,NA,NA,NA,NA,NA,NA
"CA612",27304642,NA,NA,NA,NA,NA,NA,NA
"CA612",27304643,NA,NA,NA,NA,NA,NA,NA
"CA612",27305174,NA,NA,NA,NA,NA,NA,NA
"CA612",27306752,NA,NA,NA,NA,NA,NA,NA
"CA612",27306753,NA,NA,NA,NA,NA,NA,NA
"CA612",27306269,NA,NA,NA,NA,NA,NA,NA
"CA612",27306270,NA,NA,NA,NA,NA,NA,NA
"CA612",27305072,NA,NA,NA,NA,NA,NA,NA
"CA612",27305073,NA,NA,NA,NA,NA,NA,NA
"CA612",27305074,NA,NA,NA,NA,NA,NA,NA
"CA612",27305075,NA,NA,NA,NA,NA,NA,NA
"CA612",27305861,NA,NA,NA,NA,NA,NA,NA
"CA612",27305862,NA,NA,NA,NA,NA,NA,NA
"CA612",27306761,NA,NA,NA,NA,NA,NA,NA
"CA612",27304768,NA,NA,NA,NA,NA,NA,NA
"CA612",27304769,NA,NA,NA,NA,NA,NA,NA
"CA612",27306460,NA,NA,NA,NA,NA,NA,NA
"CA612",27306307,NA,NA,NA,NA,NA,NA,NA
"CA612",27305462,NA,NA,NA,NA,NA,NA,NA
"CA612",27305463,NA,NA,NA,NA,NA,NA,NA
"CA612",27305464,NA,NA,NA,NA,NA,NA,NA
"CA612",27306276,NA,NA,NA,NA,NA,NA,NA
"CA612",27306766,NA,NA,NA,NA,NA,NA,NA
"CA612",27304771,NA,NA,NA,NA,NA,NA,NA
"CA612",27305990,NA,NA,NA,NA,NA,NA,NA
"CA612",27306776,NA,NA,NA,NA,NA,NA,NA
"CA612",27306777,NA,NA,NA,NA,NA,NA,NA
"CA612",27306778,NA,NA,NA,NA,NA,NA,NA
"CA612",27305224,NA,NA,NA,NA,NA,NA,NA
"CA612",27305225,NA,NA,NA,NA,NA,NA,NA
"CA612",27305226,NA,NA,NA,NA,NA,NA,NA
"CA612",27305591,NA,NA,NA,NA,NA,NA,NA
"CA612",27305468,NA,NA,NA,NA,NA,NA,NA
"CA612",27305996,NA,NA,NA,NA,NA,NA,NA
"CA612",27305470,NA,NA,NA,NA,NA,NA,NA
"CA612",27305998,NA,NA,NA,NA,NA,NA,NA
"CA612",27305999,NA,NA,NA,NA,NA,NA,NA
"CA612",27306000,NA,NA,NA,NA,NA,NA,NA
"CA612",27306001,NA,NA,NA,NA,NA,NA,NA
"CA612",27306002,NA,NA,NA,NA,NA,NA,NA
"CA612",27305228,NA,NA,NA,NA,NA,NA,NA
"CA612",27304774,NA,NA,NA,NA,NA,NA,NA
"CA612",27304775,NA,NA,NA,NA,NA,NA,NA
"CA612",27306428,NA,NA,NA,NA,NA,NA,NA
"CA612",27304777,NA,NA,NA,NA,NA,NA,NA
"CA612",27305595,NA,NA,NA,NA,NA,NA,NA
"CA612",27305596,NA,NA,NA,NA,NA,NA,NA
"CA612",27305081,NA,NA,NA,NA,NA,NA,NA
"CA612",27306720,NA,NA,NA,NA,NA,NA,NA
"CA612",27306472,NA,NA,NA,NA,NA,NA,NA
"CA612",27305264,NA,NA,NA,NA,NA,NA,NA
"CA612",27304832,NA,NA,NA,NA,NA,NA,NA
"CA612",27304833,NA,NA,NA,NA,NA,NA,NA
"CA612",27305087,NA,NA,NA,NA,NA,NA,NA
"CA612",27305088,NA,NA,NA,NA,NA,NA,NA
"CA612",27305089,NA,NA,NA,NA,NA,NA,NA
"CA612",27305090,NA,NA,NA,NA,NA,NA,NA
"CA612",27305234,NA,NA,NA,NA,NA,NA,NA
"CA612",27304658,NA,NA,NA,NA,NA,NA,NA
"CA612",27304659,NA,NA,NA,NA,NA,NA,NA
"CA612",27304660,NA,NA,NA,NA,NA,NA,NA
"CA612",27304661,NA,NA,NA,NA,NA,NA,NA
"CA612",27304662,NA,NA,NA,NA,NA,NA,NA
"CA612",27304663,NA,NA,NA,NA,NA,NA,NA
"CA612",27304664,NA,NA,NA,NA,NA,NA,NA
"CA612",27304665,NA,NA,NA,NA,NA,NA,NA
"CA612",27304666,NA,NA,NA,NA,NA,NA,NA
"CA612",27305093,NA,NA,NA,NA,NA,NA,NA
"CA612",27305094,NA,NA,NA,NA,NA,NA,NA
"CA612",27305095,NA,NA,NA,NA,NA,NA,NA
"CA612",27305875,NA,NA,NA,NA,NA,NA,NA
"CA612",27305876,NA,NA,NA,NA,NA,NA,NA
"CA612",27305877,NA,NA,NA,NA,NA,NA,NA
"CA612",27305878,NA,NA,NA,NA,NA,NA,NA
"CA612",27305879,NA,NA,NA,NA,NA,NA,NA
"CA612",27304947,NA,NA,NA,NA,NA,NA,NA
"CA612",27305483,NA,NA,NA,NA,NA,NA,NA
"CA612",27305484,NA,NA,NA,NA,NA,NA,NA
"CA612",27305097,NA,NA,NA,NA,NA,NA,NA
"CA612",27305098,NA,NA,NA,NA,NA,NA,NA
"CA612",27305099,NA,NA,NA,NA,NA,NA,NA
"CA612",27304791,NA,NA,NA,NA,NA,NA,NA
"CA612",27304792,NA,NA,NA,NA,NA,NA,NA
"CA612",27305241,NA,NA,NA,NA,NA,NA,NA
"CA612",27305103,NA,NA,NA,NA,NA,NA,NA
"CA612",27305616,NA,NA,NA,NA,NA,NA,NA
"CA612",27305617,NA,NA,NA,NA,NA,NA,NA
"CA612",27305618,NA,NA,NA,NA,NA,NA,NA
"CA612",27305619,NA,NA,NA,NA,NA,NA,NA
"CA612",27305753,NA,NA,NA,NA,NA,NA,NA
"CA612",27305105,NA,NA,NA,NA,NA,NA,NA
"CA612",27304670,NA,NA,NA,NA,NA,NA,NA
"CA612",27304671,NA,NA,NA,NA,NA,NA,NA
"CA612",27304672,NA,NA,NA,NA,NA,NA,NA
"CA612",27304673,NA,NA,NA,NA,NA,NA,NA
"CA612",27304674,NA,NA,NA,NA,NA,NA,NA
"CA612",27304675,NA,NA,NA,NA,NA,NA,NA
"CA612",27305887,NA,NA,NA,NA,NA,NA,NA
"CA612",27304799,NA,NA,NA,NA,NA,NA,NA
"CA612",27306445,NA,NA,NA,NA,NA,NA,NA
"CA612",27306444,NA,NA,NA,NA,NA,NA,NA
"CA612",27305211,NA,NA,NA,NA,NA,NA,NA
"CA612",27305164,NA,NA,NA,NA,NA,NA,NA
"CA612",27305245,NA,NA,NA,NA,NA,NA,NA
"CA612",27305246,NA,NA,NA,NA,NA,NA,NA
"CA612",27304677,NA,NA,NA,NA,NA,NA,NA
"CA612",27305890,NA,NA,NA,NA,NA,NA,NA
"CA612",27305891,NA,NA,NA,NA,NA,NA,NA
"CA612",27305493,NA,NA,NA,NA,NA,NA,NA
"CA612",27305494,NA,NA,NA,NA,NA,NA,NA
"CA612",27305495,NA,NA,NA,NA,NA,NA,NA
"CA612",27305114,NA,NA,NA,NA,NA,NA,NA
"CA612",27305115,NA,NA,NA,NA,NA,NA,NA
"CA612",27305116,NA,NA,NA,NA,NA,NA,NA
"CA612",27305117,NA,NA,NA,NA,NA,NA,NA
"CA612",27304679,NA,NA,NA,NA,NA,NA,NA
"CA612",27304680,NA,NA,NA,NA,NA,NA,NA
"CA612",27304681,NA,NA,NA,NA,NA,NA,NA
"CA612",27304682,NA,NA,NA,NA,NA,NA,NA
"CA612",27305122,NA,NA,NA,NA,NA,NA,NA
"CA612",27305123,NA,NA,NA,NA,NA,NA,NA
"CA612",27305124,NA,NA,NA,NA,NA,NA,NA
"CA612",27305499,NA,NA,NA,NA,NA,NA,NA
"CA612",27305856,NA,NA,NA,NA,NA,NA,NA
"CA612",27305681,NA,NA,NA,NA,NA,NA,NA
"CA612",27305897,NA,NA,NA,NA,NA,NA,NA
"CA612",27306611,NA,NA,NA,NA,NA,NA,NA
"CA612",27304685,NA,NA,NA,NA,NA,NA,NA
"CA612",27304686,NA,NA,NA,NA,NA,NA,NA
"CA612",27306033,NA,NA,NA,NA,NA,NA,NA
"CA612",27306034,NA,NA,NA,NA,NA,NA,NA
"CA612",27305636,NA,NA,NA,NA,NA,NA,NA
"CA612",27305637,NA,NA,NA,NA,NA,NA,NA
"CA612",27306036,NA,NA,NA,NA,NA,NA,NA
"CA612",27305638,NA,NA,NA,NA,NA,NA,NA
"CA612",27305255,NA,NA,NA,NA,NA,NA,NA
"CA612",27304690,NA,NA,NA,NA,NA,NA,NA
"CA612",27306517,NA,NA,NA,NA,NA,NA,NA
"CA612",27304731,NA,NA,NA,NA,NA,NA,NA
"CA612",27305902,NA,NA,NA,NA,NA,NA,NA
"CA612",27305903,NA,NA,NA,NA,NA,NA,NA
"CA612",27305904,NA,NA,NA,NA,NA,NA,NA
"CA612",27305366,NA,NA,NA,NA,NA,NA,NA
"CA612",27305367,NA,NA,NA,NA,NA,NA,NA
"CA612",27304693,NA,NA,NA,NA,NA,NA,NA
"CA612",27306313,NA,NA,NA,NA,NA,NA,NA
"CA612",27305131,NA,NA,NA,NA,NA,NA,NA
"CA612",27305132,NA,NA,NA,NA,NA,NA,NA
"CA612",27305133,NA,NA,NA,NA,NA,NA,NA
"CA612",27305134,NA,NA,NA,NA,NA,NA,NA
"CA612",27305135,NA,NA,NA,NA,NA,NA,NA
"CA612",27305136,NA,NA,NA,NA,NA,NA,NA
"CA612",27304738,NA,NA,NA,NA,NA,NA,NA
"CA612",27306316,NA,NA,NA,NA,NA,NA,NA
"CA612",27306041,NA,NA,NA,NA,NA,NA,NA
"CA612",27305908,NA,NA,NA,NA,NA,NA,NA
"CA612",27305909,NA,NA,NA,NA,NA,NA,NA
"CA612",27305910,NA,NA,NA,NA,NA,NA,NA
"CA612",27304696,NA,NA,NA,NA,NA,NA,NA
"CA612",27304697,NA,NA,NA,NA,NA,NA,NA
"CA612",27304698,NA,NA,NA,NA,NA,NA,NA
"CA612",27305139,NA,NA,NA,NA,NA,NA,NA
"CA612",27305140,NA,NA,NA,NA,NA,NA,NA
"CA612",27305141,NA,NA,NA,NA,NA,NA,NA
"CA612",27305373,NA,NA,NA,NA,NA,NA,NA
"CA612",27305374,NA,NA,NA,NA,NA,NA,NA
"CA612",27306324,NA,NA,NA,NA,NA,NA,NA
"CA612",27306325,NA,NA,NA,NA,NA,NA,NA
"CA612",27306471,NA,NA,NA,NA,NA,NA,NA
"CA612",27305597,NA,NA,NA,NA,NA,NA,NA
"CA612",27305776,NA,NA,NA,NA,NA,NA,NA
"CA612",27304779,NA,NA,NA,NA,NA,NA,NA
"CA612",27304780,NA,NA,NA,NA,NA,NA,NA
"CA612",27305337,NA,NA,NA,NA,NA,NA,NA
"CA612",27305267,NA,NA,NA,NA,NA,NA,NA
"CA612",27306644,NA,NA,NA,NA,NA,NA,NA
"CA612",27304701,NA,NA,NA,NA,NA,NA,NA
"CA612",27304702,NA,NA,NA,NA,NA,NA,NA
"CA612",27305515,NA,NA,NA,NA,NA,NA,NA
"CA612",27305516,NA,NA,NA,NA,NA,NA,NA
"CA612",27305517,NA,NA,NA,NA,NA,NA,NA
"CA612",27305518,NA,NA,NA,NA,NA,NA,NA
"CA612",27305918,NA,NA,NA,NA,NA,NA,NA
"CA612",27305919,NA,NA,NA,NA,NA,NA,NA
"CA612",27304704,NA,NA,NA,NA,NA,NA,NA
"CA612",27304705,NA,NA,NA,NA,NA,NA,NA
"CA612",27304706,NA,NA,NA,NA,NA,NA,NA
"CA612",27304707,NA,NA,NA,NA,NA,NA,NA
"CA612",27304708,NA,NA,NA,NA,NA,NA,NA
"CA612",27304709,NA,NA,NA,NA,NA,NA,NA
"CA612",27304710,NA,NA,NA,NA,NA,NA,NA
"CA612",27305272,NA,NA,NA,NA,NA,NA,NA
"CA612",27305659,NA,NA,NA,NA,NA,NA,NA
"CA612",27305828,NA,NA,NA,NA,NA,NA,NA
"CA612",27305201,NA,NA,NA,NA,NA,NA,NA
"CA612",27306336,NA,NA,NA,NA,NA,NA,NA
"CA612",27306337,NA,NA,NA,NA,NA,NA,NA
"CA612",27305154,NA,NA,NA,NA,NA,NA,NA
"CA612",27304712,NA,NA,NA,NA,NA,NA,NA
"CA612",27306340,NA,NA,NA,NA,NA,NA,NA
"CA612",27306341,NA,NA,NA,NA,NA,NA,NA
"CA612",27306487,NA,NA,NA,NA,NA,NA,NA
"CA612",27306061,NA,NA,NA,NA,NA,NA,NA
"CA612",27305521,NA,NA,NA,NA,NA,NA,NA
"CA612",27304714,NA,NA,NA,NA,NA,NA,NA
"CA612",27306196,NA,NA,NA,NA,NA,NA,NA
"CA612",27305523,NA,NA,NA,NA,NA,NA,NA
"CA612",27305051,NA,NA,NA,NA,NA,NA,NA
"CA612",27304751,NA,NA,NA,NA,NA,NA,NA
"CA612",27305157,NA,NA,NA,NA,NA,NA,NA
"CA612",27305010,NA,NA,NA,NA,NA,NA,NA
"CA612",27304851,NA,NA,NA,NA,NA,NA,NA
"CA612",27304852,NA,NA,NA,NA,NA,NA,NA
"CA612",27304718,NA,NA,NA,NA,NA,NA,NA
"CA612",27304719,NA,NA,NA,NA,NA,NA,NA
"CA612",27306349,NA,NA,NA,NA,NA,NA,NA
"CA612",27306350,NA,NA,NA,NA,NA,NA,NA
"CA612",27306351,NA,NA,NA,NA,NA,NA,NA
"CA612",27306352,NA,NA,NA,NA,NA,NA,NA
"CA612",27306353,NA,NA,NA,NA,NA,NA,NA
"CA612",27306354,NA,NA,NA,NA,NA,NA,NA
"CA612",27306355,NA,NA,NA,NA,NA,NA,NA
"CA612",27304856,NA,NA,NA,NA,NA,NA,NA
"CA612",27305212,NA,NA,NA,NA,NA,NA,NA
"CA612",27305165,NA,NA,NA,NA,NA,NA,NA
"CA612",27305166,NA,NA,NA,NA,NA,NA,NA
"CA612",27305167,NA,NA,NA,NA,NA,NA,NA
"CA612",27305526,NA,NA,NA,NA,NA,NA,NA
"CA612",27305527,NA,NA,NA,NA,NA,NA,NA
"CA612",27305528,NA,NA,NA,NA,NA,NA,NA
"CA612",27305529,NA,NA,NA,NA,NA,NA,NA
"CA612",27305933,NA,NA,NA,NA,NA,NA,NA
"CA612",27304722,NA,NA,NA,NA,NA,NA,NA
"CA612",27304723,NA,NA,NA,NA,NA,NA,NA
"CA612",27304724,NA,NA,NA,NA,NA,NA,NA
"CA612",27304725,NA,NA,NA,NA,NA,NA,NA
"CA612",27305938,NA,NA,NA,NA,NA,NA,NA
"CA612",27305673,NA,NA,NA,NA,NA,NA,NA
"CA612",27306504,NA,NA,NA,NA,NA,NA,NA
"CA612",27306505,NA,NA,NA,NA,NA,NA,NA
"CA612",27305170,NA,NA,NA,NA,NA,NA,NA
"CA612",27305171,NA,NA,NA,NA,NA,NA,NA
"CA612",27305172,NA,NA,NA,NA,NA,NA,NA
"CA612",27305173,NA,NA,NA,NA,NA,NA,NA
"CA612",27306155,NA,NA,NA,NA,NA,NA,NA
"CA612",27305680,NA,NA,NA,NA,NA,NA,NA
"CA612",27305682,NA,NA,NA,NA,NA,NA,NA
"CA612",27305683,NA,NA,NA,NA,NA,NA,NA
"CA612",27305684,NA,NA,NA,NA,NA,NA,NA
"CA612",27306362,NA,NA,NA,NA,NA,NA,NA
"CA612",27305176,NA,NA,NA,NA,NA,NA,NA
"CA612",27304728,NA,NA,NA,NA,NA,NA,NA
"CA612",27304729,NA,NA,NA,NA,NA,NA,NA
"CA612",27305178,NA,NA,NA,NA,NA,NA,NA
"CA612",27305180,NA,NA,NA,NA,NA,NA,NA
"CA612",27305535,NA,NA,NA,NA,NA,NA,NA
"CA612",27306369,NA,NA,NA,NA,NA,NA,NA
"CA612",27306516,NA,NA,NA,NA,NA,NA,NA
"CA612",27306459,NA,NA,NA,NA,NA,NA,NA
"CA612",27306702,NA,NA,NA,NA,NA,NA,NA
"CA612",27304732,NA,NA,NA,NA,NA,NA,NA
"CA612",27304733,NA,NA,NA,NA,NA,NA,NA
"CA612",27305183,NA,NA,NA,NA,NA,NA,NA
"CA612",27304870,NA,NA,NA,NA,NA,NA,NA
