"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461274,"850","Lewisflat loam, 2 to 15 percent slopes",27305511,"Bonneyridge",3,81504822,"A1",3,8,10,66.9,11.8,23.1,8,NA,".20",".20",NA,8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461275,"852","Lewisflat loam, 30 to 50 percent slopes",27305512,"Lewisflat",75,81504815,"A1",8,13,14.5,45.6,9,39.9,10,1.5,".28",".28","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461275,"852","Lewisflat loam, 30 to 50 percent slopes",27305513,"Bonneyridge",3,81504837,"A1",3,8,10,66.9,11.8,23.1,8,NA,".20",".20",NA,40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461276,"813","Powellton-Toadtown , 30 to 50 percent slopes",27305519,"Powellton",50,81503460,"A",4,9,25,35,6,40,11.6,1.5,".20",".10","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461276,"813","Powellton-Toadtown , 30 to 50 percent slopes",27305520,"Toadtown",40,81503466,"A",8,13,26,33,6,41,14.8,1.5,".20",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461277,"811","Powellton-Toadtown , 3 to 15 percent slopes",27305524,"Powellton",50,81503504,"A",4,9,25,35,6,40,11.6,1.5,".20",".10","C",15
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461277,"811","Powellton-Toadtown , 3 to 15 percent slopes",27305525,"Toadtown",40,81503508,"A",8,13,26,33,6,41,14.8,1.5,".20",".20","C",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461278,"812","Powellton-Toadtown , 15 to 30 percent slopes",27305530,"Powellton",50,81503483,"A",4,9,25,35,6,40,11.6,1.5,".20",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461278,"812","Powellton-Toadtown , 15 to 30 percent slopes",27305531,"Toadtown",40,81503487,"A",8,13,26,33,6,41,14.8,1.5,".20",".20","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461279,"814","Mountyana gravelly loam, 2 to 15 percent slopes",27305536,"Mountyana",80,81503450,"A",4,11,22,44,10,34,8.16,1.5,".28",".15","C",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461280,"815","Mountyana gravelly loam, 15 to 30 percent slopes",27305541,"Mountyana",80,81503439,"A",4,11,22,44,10,34,8.16,1.5,".28",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461282,"817","Lydon very gravelly medial coarse sandy loam, 2 to 15 percent slopes",27305546,"Lydon",80,81503429,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461283,"818","Lydon very gravelly medial coarse sandy loam, 15 to 30 percent slopes",27305552,"Lydon",75,81503420,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461284,"821","Lydon-Rock outcrop , 70 to 100 percent slopes",27305559,"Lydon",55,81503394,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",85
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461285,"819","Lydon-Rock outcrop , 30 to 50 percent slopes",27305564,"Lydon",65,81503412,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461286,"820","Lydon-Rock outcrop , 50 to 70 percent slopes",27305570,"Lydon",60,81503402,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461287,"823","Bonepile gravelly medial loam, 15 to 30 percent slopes",27305576,"Bonepile",85,81503379,"A1",3,8,18,32,7,50,14,0.85,".24",".17","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461288,"822","Bonepile gravelly medial loam, 2 to 15 percent slopes",27305581,"Bonepile",85,81503386,"A1",3,8,18,32,7,50,14,0.85,".24",".17","B",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461289,"825","Beecee-lydon complex, 50 to 70 percent slopes",27305586,"Lydon",20,81503522,"A",2,7,11,57,9,32,17.7,1.55,".17",".05","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461289,"825","Beecee-lydon complex, 50 to 70 percent slopes",27305587,"Beecee",60,81503525,"A",2,9,19,43,8,38,13.6,0.85,".20",".10","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461290,"824","Beecee very gravelly medial loam, 30 to 50 percent slopes",27305593,"Beecee",85,81503369,"A",2,9,19,43,8,38,13.6,0.85,".20",".10","B",46
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461291,"830","Paradiso loam, 15 to 30 percent slopes",27305598,"Paradiso",75,81503352,"A",5,10,25,38.5,11.4,36.5,12,1.5,".28",".28","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461292,"829","Paradiso loam, 2 to 15 percent slopes",27305603,"Paradiso",80,81503364,"A",5,10,25,38.5,11.4,36.5,12,1.5,".28",".28","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461293,"902","Lava flows-Lumpkin , 0 to 15 percent slopes",27305608,"Lumpkin",40,81503582,"A",0,8,12,68.3,10.8,19.7,15,0.85,".28",".17","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461294,"905","Lava flows-Lumpkin , 30 to 50 percent slopes",27305620,"Lumpkin",30,81504723,"A",0,8,12,68.3,10.8,19.7,15,0.85,".28",".17","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461295,"903","Mudwash-Timberisland-Lavatop , 2 to 30 percent slopes",27305623,"Timberisland",25,81503565,"A1",8,15,16,65.1,10.3,18.9,52,0.85,".10",".02","A",30
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461295,"903","Mudwash-Timberisland-Lavatop , 2 to 30 percent slopes",27305624,"Lavatop",20,81503568,"A",1,9,18,67.7,16.8,14.3,15,0.85,".20",".10","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461295,"903","Mudwash-Timberisland-Lavatop , 2 to 30 percent slopes",27305625,"Mudwash",45,81503574,"A1",10,20,10,66.9,11.8,23.1,10,1.55,".20",".10","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461296,"904","Lava flows-Lavatop , 15 to 30 percent slopes",27305633,"Lavatop",20,81504719,"A",1,9,18,67.7,16.8,14.3,15,0.85,".20",".10","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461302,"925","Powderhouse-McNair-Greenwell , 30 to 50 percent slopes",27305639,"McNair",25,81504672,"A1",8,15,5,65.4,8.4,29.6,40,0.85,".15",".15","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461302,"925","Powderhouse-McNair-Greenwell , 30 to 50 percent slopes",27305640,"Powderhouse",45,81504684,"A1",5,10,10,66.9,11.8,23.1,45,0.85,".20",".20","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461302,"925","Powderhouse-McNair-Greenwell , 30 to 50 percent slopes",27305641,"Greenwell",20,81504699,"A1",8,13,8,68.5,12,23.5,45,0.85,".24",".24","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461303,"923","Powderhouse-McNair-Greenwell , 2 to 15 percent slopes",27305647,"Powderhouse",45,81503549,"A1",5,10,10,66.9,11.8,23.1,45,0.85,".20",".20","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461303,"923","Powderhouse-McNair-Greenwell , 2 to 15 percent slopes",27305648,"Greenwell",20,81503556,"A1",8,13,8,68.5,12,23.5,45,0.85,".24",".24","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461303,"923","Powderhouse-McNair-Greenwell , 2 to 15 percent slopes",27305649,"McNair",25,81504656,"A1",8,15,5,65.4,8.4,29.6,40,0.85,".15",".15","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461304,"924","Powderhouse-McNair-Greenwell , 15 to 30 percent slopes",27305660,"McNair",25,81504664,"A1",8,15,5,65.4,8.4,29.6,40,0.85,".15",".15","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461304,"924","Powderhouse-McNair-Greenwell , 15 to 30 percent slopes",27305661,"Greenwell",20,81504691,"A1",8,13,8,68.5,12,23.5,45,0.85,".24",".24","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461304,"924","Powderhouse-McNair-Greenwell , 15 to 30 percent slopes",27305662,"Powderhouse",45,81504678,"A1",5,10,10,66.9,11.8,23.1,45,0.85,".20",".20","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461305,"300","Redsluff gravelly loam, 0 to 2 percent slopes",27305663,"Redsluff",80,81503314,"Ap",0,5,20,42.1,12.2,37.9,4,1.5,".24",".15","C",0.5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461306,"302","Redtough-Redswale , 0 to 2 percent slopes",27305671,"Redswale",35,81503317,"A",0,3,19,42.7,12.3,38.3,3.5,1.5,".37",".20","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461306,"302","Redtough-Redswale , 0 to 2 percent slopes",27305672,"Redtough",50,81503323,"A",0,3,19,42.7,12.3,38.3,1.8,1.5,".37",".37","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461330,"863","Toadtown-Powellton , 50 to 70 percent slopes",27305687,"Toadtown",60,81504615,"A",3,15,20,42.1,12.2,37.9,15,1.5,".24",".15","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461330,"863","Toadtown-Powellton , 50 to 70 percent slopes",27305688,"Powellton",20,81504644,"A1",3,8,20.4,28.1,6.1,51.5,11.9,1.5,".32",".32","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461333,"906","Lava flows-Lumpkin , 50 to 70 percent slopes",27305694,"Lumpkin",30,81504727,"A",0,8,12,68.3,10.8,19.7,15,0.85,".28",".17","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461334,"416","Calcic Haploxerolls, 0 to 1 percent slopes",27305695,"Calcic Haploxerolls",90,81505036,"A",0,13,15,66.8,10.6,18.2,2,1.3,".20",".20","B",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461335,"932","Shakeridge-Mudwash , 30 to 50 percent slopes",27305705,"Mudwash",35,81504769,"A1",10,20,10,66.9,11.8,23.1,10,1.55,".20",".10","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461335,"932","Shakeridge-Mudwash , 30 to 50 percent slopes",27305706,"Shakeridge",50,81504741,"A1",5,10,9,68.5,7.9,22.5,10.8,0.85,".17",".10","A",48
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461337,"933","Shakeridge gravelly medial sandy loam, 50 to 70 percent slopes",27305708,"Shakeridge",80,81504754,"A1",5,10,9,68.5,7.9,22.5,10.8,0.85,".17",".10","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461338,"930","Shakeridge-Timberisland , 0 to 15 percent slopes",27305713,"Shakeridge",50,81503587,"A1",5,10,9,68.5,7.9,22.5,10.8,0.85,".17",".10","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461338,"930","Shakeridge-Timberisland , 0 to 15 percent slopes",27305720,"Timberisland",40,81504708,"A1",8,15,16,65.1,10.3,18.9,52,0.85,".10",".02","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461339,"931","Shakeridge-Mudwash-Timberisland , 15 to 30 percent slopes",27305729,"Timberisland",15,81504716,"A1",8,15,16,65.1,10.3,18.9,52,0.85,".10",".02","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461339,"931","Shakeridge-Mudwash-Timberisland , 15 to 30 percent slopes",27305730,"Mudwash",25,81504759,"A1",10,20,10,66.9,11.8,23.1,10,1.55,".20",".10","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461339,"931","Shakeridge-Mudwash-Timberisland , 15 to 30 percent slopes",27305731,"Shakeridge",40,81504731,"A1",5,10,9,68.5,7.9,22.5,10.8,0.85,".17",".10","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461340,"837","Hietanen-Spine-Mac , 50 to 70 percent slopes",27305732,"Mac",20,81504476,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461340,"837","Hietanen-Spine-Mac , 50 to 70 percent slopes",27305737,"Hietanen",35,81504156,"A",3,8,20,42.1,12.2,37.9,9,1.5,".32",".17","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461340,"837","Hietanen-Spine-Mac , 50 to 70 percent slopes",27305738,"Spine",25,81504163,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461341,"836","Hietanen-Mac-Spine , 30 to 50 percent slopes",27305739,"Hietanen",50,81504166,"A",3,8,20,42.1,12.2,37.9,9,1.5,".32",".17","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461341,"836","Hietanen-Mac-Spine , 30 to 50 percent slopes",27305740,"Spine",15,81504175,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",35
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461341,"836","Hietanen-Mac-Spine , 30 to 50 percent slopes",27305744,"Mac",20,81504468,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461342,"835","Hietanen-Mac , 15 to 30 percent slopes",27305745,"Mac",20,81504461,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",15
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461342,"835","Hietanen-Mac , 15 to 30 percent slopes",27305750,"Hietanen",60,81504182,"A",3,8,20,42.1,12.2,37.9,9,1.5,".32",".17","C",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461343,"834","Hietanen-Mac , 3 to 15 percent slopes",27305751,"Hietanen",50,81504187,"A",3,8,20,42.1,12.2,37.9,9,1.5,".32",".17","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461343,"834","Hietanen-Mac , 3 to 15 percent slopes",27305756,"Mac",30,81504457,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461344,"833","Surnuf-Bigridge-Spine , 30 to 50 percent slopes",27305757,"Spine",15,81504442,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461344,"833","Surnuf-Bigridge-Spine , 30 to 50 percent slopes",27305758,"Surnuf",60,81504450,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461344,"833","Surnuf-Bigridge-Spine , 30 to 50 percent slopes",27305763,"Bigridge",15,81504948,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461345,"832","Surnuf-Bigridge-Spine , 15 to 30 percent slopes",27305764,"Spine",15,81504428,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461345,"832","Surnuf-Bigridge-Spine , 15 to 30 percent slopes",27305765,"Surnuf",40,81504432,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461345,"832","Surnuf-Bigridge-Spine , 15 to 30 percent slopes",27305766,"Bigridge",30,81504944,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461346,"831","Surnuf-Bigridge-Spine , 3 to 15 percent slopes",27305771,"Spine",15,81504413,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",9
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461346,"831","Surnuf-Bigridge-Spine , 3 to 15 percent slopes",27305772,"Surnuf",40,81504422,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461346,"831","Surnuf-Bigridge-Spine , 3 to 15 percent slopes",27305777,"Bigridge",30,81504930,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461347,"861","Toadtown-Powellton , 15 to 30 percent slopes",27305785,"Toadtown",60,81504596,"A",3,15,20,42.1,12.2,37.9,15,1.5,".24",".15","C",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461347,"861","Toadtown-Powellton , 15 to 30 percent slopes",27305786,"Powellton",20,81504621,"A1",3,8,20.4,28.1,6.1,51.5,11.9,1.5,".32",".32","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461348,"860","Toadtown-Powellton , 2 to 15 percent slopes",27305788,"Powellton",20,81504338,"A1",3,8,20.4,28.1,6.1,51.5,11.9,1.5,".32",".32","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461348,"860","Toadtown-Powellton , 2 to 15 percent slopes",27305789,"Toadtown",60,81504193,"A",3,15,20,42.1,12.2,37.9,15,1.5,".24",".15","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461349,"862","Toadtown-Powellton , 30 to 50 percent slopes",27305798,"Toadtown",60,81504603,"A",3,15,20,42.1,12.2,37.9,15,1.5,".24",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461349,"862","Toadtown-Powellton , 30 to 50 percent slopes",27305799,"Powellton",20,81504632,"A1",3,8,20.4,28.1,6.1,51.5,11.9,1.5,".32",".32","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461350,"882","Sites-Jocal taxadjuncts, 30 to 50 percent slopes",27305806,"Jocal taxadjunct",35,81504594,"A",8,10,12,45,12.6,43,12,1.5,".32",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461350,"882","Sites-Jocal taxadjuncts, 30 to 50 percent slopes",27305812,"Sites taxadjunct",50,81504572,"A",3,8,18,43.2,12.4,38.8,12,1.5,".24",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461351,"881","Sites-Jocal taxadjuncts, 15 to 30 percent slopes",27305813,"Sites taxadjunct",50,81504571,"A",3,8,18,43.2,12.4,38.8,12,1.5,".24",".15","C",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461351,"881","Sites-Jocal taxadjuncts, 15 to 30 percent slopes",27305821,"Jocal taxadjunct",35,81504583,"A",8,10,12,45,12.6,43,12,1.5,".32",".20","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461352,"880","Sites-Jocal taxadjuncts, 2 to 15 percent slopes",27305822,"Jocal taxadjunct",35,81504346,"A",8,10,12,45,12.6,43,12,1.5,".32",".20","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461352,"880","Sites-Jocal taxadjuncts, 2 to 15 percent slopes",27305823,"Sites taxadjunct",50,81504354,"A",3,8,18,43.2,12.4,38.8,12,1.5,".24",".15","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461368,"892","Rogerville silt loam, 50 to 70 percent slopes",27305834,"Rogerville",85,81506986,"A",5,18,23,18.2,7.2,58.4,9,1.5,".37",".37","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461374,"886","Rogerville silt loam, 15 to 30 percent slopes",27305836,"Rogerville",80,81506978,"A",5,18,23,18.2,7.2,58.4,9,1.5,".37",".37","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461375,"885","Rogerville silt loam, 2 to 15 percent slopes",27305846,"Rogerville",75,81506340,"A",5,18,23,18.2,7.2,58.4,9,1.5,".37",".37","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461381,"949","Rogerville taxadjunct, 30 to 50 percent slopes",27305857,"Rogerville taxadjunct",80,81506063,"A",5,10,10,68.5,18.5,21.5,8,1.55,".24",".24","B",42
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461382,"948","Stagpoint-Dejonah , 50 to 70 percent slopes",27305863,"Dejonah",35,81505889,"A",2,10,14,44.8,12.6,41.2,17,1.5,".24",".15","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461382,"948","Stagpoint-Dejonah , 50 to 70 percent slopes",27305864,"Stagpoint",55,81505899,"A",1,10,16.1,38.2,10.3,45.4,17,1.5,".24",".24","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461386,"942","Stagpoint-Dejonah , 30 to 50 percent slopes",27305867,"Dejonah",30,81505907,"A",2,10,14,44.8,12.6,41.2,17,1.5,".24",".15","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461386,"942","Stagpoint-Dejonah , 30 to 50 percent slopes",27305868,"Stagpoint",50,81505917,"A",1,10,16.1,38.2,10.3,45.4,17,1.5,".24",".24","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461387,"941","Dejonah-Stagpoint , 15 to 30 percent slopes",27305873,"Dejonah",50,81505925,"A",2,10,14,44.8,12.6,41.2,17,1.5,".24",".15","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461387,"941","Dejonah-Stagpoint , 15 to 30 percent slopes",27305874,"Stagpoint",30,81505934,"A",1,10,16.1,38.2,10.3,45.4,17,1.5,".24",".24","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461388,"940","Dejonah-Stagpoint , 2 to 15 percent slopes",27305880,"Stagpoint",30,81505943,"A",1,10,16.1,38.2,10.3,45.4,17,1.5,".24",".24","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461388,"940","Dejonah-Stagpoint , 2 to 15 percent slopes",27305881,"Dejonah",50,81505952,"A",2,10,14,44.8,12.6,41.2,17,1.5,".24",".15","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461389,"939","Fluvaquentic Humaquepts and 0 to 15 percent slopes",27305888,"Fluvaquentic Humaquepts",85,81505958,"A1",0,18,12,64.3,37.1,23.7,7,1.5,".28",".28","C/D",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461392,"934","Mudwash gravelly medial sandy loam, 0 to 15 percent slopes",27305895,"Mudwash",80,81506965,"A1",10,20,10,66.9,11.8,23.1,10,1.55,".20",".10","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461393,"109","Bosquejo clay loam, 0 to 1 percent slopes",27305896,"Bosquejo",85,81505697,"Ap",0,13,38,31.1,8.6,30.9,2.3,1.45,".28",".28","C",0.5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461394,"344","Coalcanyon-Coonhollow-Rock outcrop , 15 to 30 percent slopes",27305900,"Coonhollow",30,81506361,"A",0,8,16,43.8,12.3,40.2,13,1.5,".24",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461394,"344","Coalcanyon-Coonhollow-Rock outcrop , 15 to 30 percent slopes",27305901,"Coalcanyon",45,81506366,"A",0,5,16,43.8,12.3,40.2,13,1.5,".24",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461395,"343","Coalcanyon-Coonhollow , 5 to 15 percent slopes",27305906,"Coonhollow",35,81506349,"A",0,8,16,43.8,12.3,40.2,13,1.5,".24",".15","C",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461395,"343","Coalcanyon-Coonhollow , 5 to 15 percent slopes",27305907,"Coalcanyon",50,81506354,"A",0,5,16,43.8,12.3,40.2,13,1.5,".24",".10","C",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461399,"210","Featherfalls-Islandbar , 2 to 15 percent slopes",27305913,"Featherfalls",50,81505972,"A1",3,10,14,66.8,10.6,19.2,3,1.55,".24",".24","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461399,"210","Featherfalls-Islandbar , 2 to 15 percent slopes",27305914,"Islandbar",35,81505981,"A1",5,13,12,68.3,10.8,19.7,3,1.55,".15",".15","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461400,"211","Featherfalls-Islandbar , 15 to 30 percent slopes",27305925,"Featherfalls",50,81507290,"A1",3,10,14,66.8,10.6,19.2,3,1.55,".24",".24","C",28
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461400,"211","Featherfalls-Islandbar , 15 to 30 percent slopes",27305926,"Islandbar",35,81507267,"A1",5,13,12,68.3,10.8,19.7,3,1.55,".15",".15","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461401,"212","Featherfalls-Islandbar , 30 to 50 percent slopes",27305927,"Islandbar",35,81507276,"A1",5,13,12,68.3,10.8,19.7,3,1.55,".15",".15","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461401,"212","Featherfalls-Islandbar , 30 to 50 percent slopes",27305928,"Featherfalls",50,81507302,"A1",3,10,14,66.8,10.6,19.2,3,1.55,".24",".24","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461402,"213","Featherfalls-Islandbar , 50 to 70 percent slopes",27305939,"Featherfalls",45,81507310,"A1",3,10,14,66.8,10.6,19.2,3,1.55,".24",".24","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461402,"213","Featherfalls-Islandbar , 50 to 70 percent slopes",27305940,"Islandbar",35,81507285,"A1",5,13,12,68.3,10.8,19.7,3,1.55,".15",".15","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461403,"214","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 2 to 15 percent slopes",27305941,"Oregongulch",20,81505985,"A",3,10,10,68.3,10.8,19.7,2.4,1.55,".20",".10","B",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461403,"214","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 2 to 15 percent slopes",27305942,"Crystalhill",35,81505994,"A",5,18,5,65.4,8.4,29.6,2.4,1.55,".24",".15","A",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461403,"214","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 2 to 15 percent slopes",27305944,"Craigsaddle",20,81506548,"A",0,13,6,69.4,9.6,24.7,1.4,1.55,".17",".17","A",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461404,"215","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 15 to 30 percent slopes",27305956,"Crystalhill",35,81507320,"A",5,18,5,65.4,8.4,29.6,2.4,1.55,".24",".15","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461404,"215","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 15 to 30 percent slopes",27305957,"Oregongulch",20,81507349,"A",3,10,10,68.3,10.8,19.7,2.4,1.55,".20",".10","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461404,"215","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 15 to 30 percent slopes",27305958,"Craigsaddle",20,81507371,"A",0,13,6,69.4,9.6,24.7,1.4,1.55,".17",".17","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461405,"217","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 50 to 70 percent slopes",27305965,"Crystalhill",35,81507339,"A",5,18,5,65.4,8.4,29.6,2.4,1.55,".24",".15","A",60
